"product_name","product_link","category_name","category_url"
"Kemper Namba Bag for Kemper Profiling Amp","https://www.kosmic.com.au/kemper-namba-bag-for-kemper-profiling-amp","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kemper Optimized DI Box","https://www.kosmic.com.au/kemper-optimized-di-box","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kemper Profiler Head Black","https://www.kosmic.com.au/kemper-profiler-head-black","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kemper Profiler Powerhead","https://www.kosmic.com.au/kemper-profiler-powerhead","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kemper Profiler Rack","https://www.kosmic.com.au/kemper-profiler-rack","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kemper Profiler Remote Foot controller for Kemper","https://www.kosmic.com.au/kemper-profiler-remote-foot-controller-for-kemper","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Korg Pandora Stomp PX ST Multi-Effects Pedal","https://www.kosmic.com.au/korg-pandora-stomp-px-st-multi-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Kosmic Sound $20 Gift Voucher","https://www.kosmic.com.au/kosmic-sound-20-gift-voucher","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Leem CD-6 Power Supply Daisy Chain Cable","https://www.kosmic.com.au/leem-cd-6-power-supply-daisy-chain-cable","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 AMPLIFi 150 ","https://www.kosmic.com.au/line-6-amplifi-150-guitar-amplifier-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 AMPLIFi 30","https://www.kosmic.com.au/line-6-amplifi-30","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 AMPLIFi 75 ","https://www.kosmic.com.au/line-6-amplifi-75-guitar-amplifier-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 AMPLIFi FX100 Guitar Multi Effects Pedal ","https://www.kosmic.com.au/line-6-amplifi-fx100-guitar-multi-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Amplifi TT Desktop FX Processor","https://www.kosmic.com.au/line-6-amplifi-tt-desktop-fx-processor","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 FBV 2 Button Foot Controller           ","https://www.kosmic.com.au/line-6-fbv-2-button-foot-controller","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 FBV Express Mk II Foot Controller","https://www.kosmic.com.au/line-6-fbv-express-mk-ii-foot-controller","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 FBV Shortboard MKII","https://www.kosmic.com.au/line-6-fbv-shortboard-mkii","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Firehawk Multi FX Board","https://www.kosmic.com.au/line-6-firehawk-multi-fx-board","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Helix Control Foot Controller","https://www.kosmic.com.au/line-6-helix-control-foot-controller","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Helix Guitar Multi-Effects System","https://www.kosmic.com.au/line-6-helix-guitar-multi-effects-system","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Helix Rack","https://www.kosmic.com.au/line-6-helix-rack","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 M5 Stompbox Modeler","https://www.kosmic.com.au/line-6-m5-stompbox-modeler","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Pod HD Pro X Guitar Multi-Effects Processor and Studio Interface","https://www.kosmic.com.au/line-6-pod-hd-pro-x-guitar-multi-effects-processor","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Pod HD500X Guitar Multi-Effects Processor ","https://www.kosmic.com.au/line-6-pod-hd500x-guitar-multi-effects-processor","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Relay G-30 Wireless System","https://www.kosmic.com.au/line-6-relay-g-30-wireless-system","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Relay G70 Guitar Wireless System","https://www.kosmic.com.au/line-6-relay-g70-guitar-wireless-system","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Sonic Port","https://www.kosmic.com.au/line-6-sonic-port","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Sonic Port VX Audio Interface                ","https://www.kosmic.com.au/line-6-sonic-port-vx-audio-interface","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Spider IV-30","https://www.kosmic.com.au/line-6-spider-iv-30","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Spider V 120 Guitar Combo Amplifier","https://www.kosmic.com.au/line-6-spider-v-120-guitar-combo-amplifier","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Spider V 240 Guitar Combo Amplifier","https://www.kosmic.com.au/line-6-spider-v-240-guitar-combo-amplifier","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Spider V 30 Guitar Combo Amplifier","https://www.kosmic.com.au/line-6-spider-v-30-guitar-combo-amplifier","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Line 6 Spider V 60 Guitar Combo Amplifier","https://www.kosmic.com.au/line-6-spider-v-60-guitar-combo-amplifier","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"LR Baggs Session DI","https://www.kosmic.com.au/lr-baggs-session-di","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"LR Baggs Venue DI With Tuner","https://www.kosmic.com.au/lr-baggs-venue-di-with-tuner","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1936 212 Speaker Cabinet","https://www.kosmic.com.au/marshall-1936-212-speaker-cabinet","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1936V 212 Speaker Cabinet","https://www.kosmic.com.au/marshall-1936v-212-speaker-cabinet","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1960A Speaker Cabinet","https://www.kosmic.com.au/marshall-1960a-speaker-cabinet","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1960AV 280w 4x12 Speaker Cabinet","https://www.kosmic.com.au/marshall-1960av-280w-4x12-speaker-cabinet","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1960AX Classic Speaker Cabinet 100w","https://www.kosmic.com.au/marshall-1960ax-classic-speaker-cabinet-100w","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1960B Speaker Cabinet Straight Front","https://www.kosmic.com.au/marshall-1960b-speaker-cabinet-straight-front","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 1960TV Tall Boy 100w Speaker Cabinet","https://www.kosmic.com.au/marshall-1960tv-tall-boy-100w-speaker-cabinet","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 2061X: 20w Handwired Head","https://www.kosmic.com.au/marshall-2061x-20w-handwired-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 2245: JTM45 - 30w Vintage Head","https://www.kosmic.com.au/marshall-2245-jtm45-30w-vintage-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall 4 Way MG Foot Controller","https://www.kosmic.com.au/marshall-4-way-mg-foot-controller","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall AS100D Acoustic Amp","https://www.kosmic.com.au/marshall-as100d-acoustic-amp","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall AS50D Acoustic Amp","https://www.kosmic.com.au/marshall-as50d-acoustic-amp","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall CODE 25 Watt 1x10 Combo","https://www.kosmic.com.au/marshall-code-25-watt-1x10-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall CODE 50 Watt Combo","https://www.kosmic.com.au/marshall-code-50-watt-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall DSL100H Head","https://www.kosmic.com.au/marshall-dsl100h-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall DSL40C","https://www.kosmic.com.au/marshall-dsl40c","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall DSL5C Combo","https://www.kosmic.com.au/marshall-dsl5c-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JCM 900 Re-issue Head 100w","https://www.kosmic.com.au/marshall-jcm-900-re-issue-head-100w","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM205C 50w 2 x 12 Combo","https://www.kosmic.com.au/marshall-jvm205c-50w-2-x-12-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM205H 50w Head","https://www.kosmic.com.au/marshall-jvm205h-50w-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM210C 100w 2 x 12 Combo","https://www.kosmic.com.au/marshall-jvm210c-100w-2-x-12-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM210H 100w Head","https://www.kosmic.com.au/marshall-jvm210h-100w-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM215C 50w 112 Combo","https://www.kosmic.com.au/marshall-jvm215c-50w-112-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM410 100w Head","https://www.kosmic.com.au/marshall-jvm410-100w-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM410C 100w 212 Combo","https://www.kosmic.com.au/marshall-jvm410c-100w-212-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall JVM410H Joe Satriani Model Guitar Amplifier Head      ","https://www.kosmic.com.au/marshall-jvm410h-joe-satriani-model-guitar-amplifi","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG100HCFX","https://www.kosmic.com.au/marshall-mg100hcfx","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG10CF","https://www.kosmic.com.au/marshall-mg10cf","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG15CFR","https://www.kosmic.com.au/marshall-mg15cfr","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG15CFX Carbon Fiber Guitar Amplifier Combo    ","https://www.kosmic.com.au/marshall-mg15cfx-carbon-fiber-guitar-amplifier-com","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG15CFX Micro Stack","https://www.kosmic.com.au/marshall-mg15cfx-micro-stack","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG30CFX Carbon Fiber Guitar Combo Amplifer ","https://www.kosmic.com.au/marshall-mg30cfx-carbon-fiber-guitar-combo-amplife","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MG50CFX Carbon Fiber Guitar Amplifier Combo ","https://www.kosmic.com.au/marshall-mg50cfx-carbon-fiber-guitar-amplifier-com","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MS2 Classic Micro Amp","https://www.kosmic.com.au/marshall-ms2-classic-micro-amp","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MS2 Micro Amp","https://www.kosmic.com.au/marshall-ms2-micro-amp","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MS2 Micro Amp Red","https://www.kosmic.com.au/marshall-ms2-micro-amp-red","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Marshall MS4 Micro Stack","https://www.kosmic.com.au/marshall-ms4-micro-stack","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie 2x12"" Rectifier Guitar Cabinet Horizontal","https://www.kosmic.com.au/mesa-engineering-2x12-rectifier-guitar-cabinet-hor","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie 4x12"" Rectifier Standard Slant Guitar Cabinet","https://www.kosmic.com.au/mesa-engineering-4x12-rectifier-standard-slant-gui","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Cab Clone 16 Ohm","https://www.kosmic.com.au/mesa-boogie-cab-clone-16-ohm","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Dual Rectifier 100w Guitar Amplifier Head Diamond Face Plate ","https://www.kosmic.com.au/mesa-boogie-dual-rectifier-100w-guitar-amplifier-h","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Five-Band Graphic EQ Guitar Effects Pedal","https://www.kosmic.com.au/mesa-boogie-five-band-graphic-eq-guitar-effects-pe","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Flux-Five Overdrive Guitar Effects Pedal","https://www.kosmic.com.au/mesa-boogie-flux-five-overdrive-guitar-effects-ped","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Grid Slammer Overdrive Guitar Effects Pedal","https://www.kosmic.com.au/mesa-boogie-grid-slammer-overdrive-guitar-effects","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Mark V 35 1X12 Combo","https://www.kosmic.com.au/mesa-boogie-mark-v-35-1x12-combo","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Mark V 35 Head","https://www.kosmic.com.au/mesa-boogie-mark-v-35-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Mark V Guitar Amplifier Head                        ","https://www.kosmic.com.au/mesa-boogie-mark-v-guitar-amplifier-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Mini Rectifier Twenty Five Head ","https://www.kosmic.com.au/mesa-boogie-mini-rectifier-twenty-five-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Rectifier 4x12"" Standard Slant Guitar Cabinet Grey/Black                ","https://www.kosmic.com.au/mesa-boogie-rectifier-4x12-standard-slant-guitar-c","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Rectifier Standard Slant 4x12"" Speaker Cabinet","https://www.kosmic.com.au/mesa-boogie-rectifier-standard-slant-4x12-speaker","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Recto-Verb 25 Combo Black Jute              ","https://www.kosmic.com.au/mesa-boogie-recto-verb-25-combo-black-jute","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Throttle Box EQ Overdrive Guitar Effects Pedal","https://www.kosmic.com.au/mesa-boogie-throttle-box-eq-overdrive-guitar-effec","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Throttle Box Gain Guitar Effects Pedal","https://www.kosmic.com.au/mesa-boogie-throttle-box-gain-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Tone Burst Boost Guitar Effects Pedal        ","https://www.kosmic.com.au/mesa-boogie-tone-burst-boost-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Boogie Triple Crown  TC-50 Head","https://www.kosmic.com.au/mesa-boogie-triple-crown-tc-50-head","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Mesa Cab Clone 8 Ohm","https://www.kosmic.com.au/mesa-cab-clone-8-ohm","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR 6-Band Graphic EQ Guitar Effects Pedal","https://www.kosmic.com.au/mxr-6-band-graphic-eq-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Carbon Copy Analogue Delay Guitar Effects Pedal","https://www.kosmic.com.au/mxr-carbon-copy-analogue-delay-guitar-effects-peda","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Classic 108 Fuzz Guitar Effects Pedal","https://www.kosmic.com.au/mxr-classic-108-fuzz-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Custom Audio Electronics MC-401 Boost Pedal","https://www.kosmic.com.au/mxr-custom-audio-electronics-mc-401-boost-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Custom Audio Electronics MC404 CAE Wah Pedal","https://www.kosmic.com.au/mxr-custom-audio-electronics-mc404-cae-wah-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Custom Badass Modified O.D.","https://www.kosmic.com.au/mxr-custom-badass-modified-o.d","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Distortion+ Guitar Effects Pedal","https://www.kosmic.com.au/mxr-distortion-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR EVH5150 Overdrive Pedal","https://www.kosmic.com.au/mxr-evh5150-overdrive-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR GT-OD Overdrive Guitar Effects Pedal","https://www.kosmic.com.au/mxr-gt-od-overdrive-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Hendrix Fuzz Face Mini Distortion Guitar Effects Pedal","https://www.kosmic.com.au/mxr-hendrix-fuzz-face-mini-distortion-guitar-effec","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M116 Fullbore Metal Distortion Guitar Effects Pedal      ","https://www.kosmic.com.au/mxr-m116-fullbore-metal-distortion-guitar-effects","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M152 Micro Flanger Guitar Effects Pedal              ","https://www.kosmic.com.au/mxr-m152-micro-flanger-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M222 Talk Box Guitar Effects Pedal","https://www.kosmic.com.au/mxr-m222-talk-box-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M234 Analogue Chorus Guitar Effects Pedal","https://www.kosmic.com.au/mxr-m234-analogue-chorus-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M238 iso-brick Power Supply","https://www.kosmic.com.au/mxr-m238-iso-brick-power-supply","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M78 Custom Badass '78 Distortion Guitar Effects Pedal       ","https://www.kosmic.com.au/mxr-m78-custom-badass-78-distortion-guitar-effects","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M81 Bass Preamp Pedal","https://www.kosmic.com.au/mxr-m81-bass-preamp-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M82 Bass Envelope Filter Pedal          ","https://www.kosmic.com.au/mxr-m82-bass-envelope-filter-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR M83 Bass Chorus Deluxe Guitar Effects Pedal","https://www.kosmic.com.au/mxr-m83-bass-chorus-deluxe-guitar-effects-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"MXR Silicon Fuzz Face Mini Distortion Guitar Effects Pedal","https://www.kosmic.com.au/mxr-silicon-fuzz-face-mini-distortion-guitar-effec","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw 24K Gold Reverb Pedal","https://www.kosmic.com.au/outlaw-24k-gold-reverb-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Boiler Maker Boost Pedal","https://www.kosmic.com.au/outlaw-boiler-maker-boost-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Dead Mans Hand 2 Mode Overdrive Pedal","https://www.kosmic.com.au/outlaw-dead-mans-hand-2-mode-overdrive-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Five O'Clock Fuzz Pedal","https://www.kosmic.com.au/outlaw-five-oclock-fuzz-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Hangman Overdrive Pedal","https://www.kosmic.com.au/outlaw-hangman-overdrive-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Lock Stock Barrell Distortion Pedal","https://www.kosmic.com.au/outlaw-lock-stock-barrell-distortion-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
"Outlaw Quick Draw Delay Pedal","https://www.kosmic.com.au/outlaw-quick-draw-delay-pedal","Guitar Amps and Effects at Kosmic - Buy Online or Instore at Perth's Guitar Superstore.","https://www.kosmic.com.au/guitar/"
