"product_name","product_link","category_name","category_url"
"LP311C Pro triangle - 6""","https://www.kosmic.com.au/lp311c-pro-triangle-6","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP338 Bass Drum Cowbell Mount","https://www.kosmic.com.au/lp338-bass-drum-cowbell-mount","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP388N Gajate Pedal Bracket","https://www.kosmic.com.au/lp388n-gajate-pedal-bracket","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP395 Rawhide Maracas","https://www.kosmic.com.au/lp395-rawhide-maracas","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP432 Professional Castinets (Pair)","https://www.kosmic.com.au/lp432-professional-castinets-pair","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP436 Finger Cymbals (Pair)","https://www.kosmic.com.au/lp436-finger-cymbals-pair","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP440 Shake-It","https://www.kosmic.com.au/lp440-shake-it","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP441 Soft Shake","https://www.kosmic.com.au/lp441-soft-shake","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP442A One Shot Shaker - Small","https://www.kosmic.com.au/lp442a-one-shot-shaker-small","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP452 Multi Guiro","https://www.kosmic.com.au/lp452-multi-guiro","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP456A Crystal Rainstick 16""","https://www.kosmic.com.au/lp456a-crystal-rainstick-16","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP462B Rock Shaker - Black","https://www.kosmic.com.au/lp462b-rock-shaker-black","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP480 Traditional Cabasa","https://www.kosmic.com.au/lp480-traditional-cabasa","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP592A Small Body Microphone Claw","https://www.kosmic.com.au/lp592a-small-body-microphone-claw","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"LP592B Percussion Claw","https://www.kosmic.com.au/lp592b-percussion-claw","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig 14"" x 6.5"" Limited Edition Acrolite Snare Drum Brushed Aluminium","https://www.kosmic.com.au/ludwig-14-x-6.5-limited-edition-acrolite-snare-dru","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig 14x5 Acrolite Classic Aluminium Snare Drum","https://www.kosmic.com.au/ludwig-14x5-acrolite-classic-aluminium-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig 14x8 Supralite Snare Drum","https://www.kosmic.com.au/ludwig-14x8-supralite-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig 50th Anniversary Supraphonic 14 x 5 Snare Drum","https://www.kosmic.com.au/ludwig-50th-anniversary-supraphonic-14-x-5-snare-d","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Accent Fuse 5-Piece Drum Kit Wine Red Sparkle ","https://www.kosmic.com.au/ludwig-accent-fuse-5-piece-drum-kit-wine-red-spark","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Acrolite 14"" x 6.5"" Aluminium Snare Drum Black Galaxy ","https://www.kosmic.com.au/ludwig-acrolite-14-x-6.5-aluminium-snare-drum-blac","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Classic Boom Stand","https://www.kosmic.com.au/ludwig-atlas-classic-boom-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Classic Hi-Hat Stand ","https://www.kosmic.com.au/ludwig-atlas-classic-hi-hat-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Lug Mount 25mm          ","https://www.kosmic.com.au/ludwig-atlas-lug-mount-25mm","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Bass Drum Pedal w/ Rock Plate","https://www.kosmic.com.au/ludwig-atlas-pro-bass-drum-pedal-w-rock-plate","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Boom Stand","https://www.kosmic.com.au/ludwig-atlas-pro-boom-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Double Bass Drum Pedal w/ Rock Plate","https://www.kosmic.com.au/ludwig-atlas-pro-double-bass-drum-pedal-w-rock-pla","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Hardware Pack","https://www.kosmic.com.au/ludwig-atlas-pro-hardware-pack","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Hi-Hat Stand","https://www.kosmic.com.au/ludwig-atlas-pro-hi-hat-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro II Snare Stand","https://www.kosmic.com.au/ludwig-atlas-pro-ii-snare-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Round Throne","https://www.kosmic.com.au/ludwig-atlas-pro-round-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Pro Saddle Throne","https://www.kosmic.com.au/ludwig-atlas-pro-saddle-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Standard Bass Drum Pedal","https://www.kosmic.com.au/ludwig-atlas-standard-bass-drum-pedal","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Atlas Standard Drum Hardware Pack        ","https://www.kosmic.com.au/ludwig-atlas-standard-drum-hardware-pack","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Black Beauty 5” x 14” Snare Drum w/ Supraphonic Snares","https://www.kosmic.com.au/ludwig-black-beauty-5-x-14-snare-drum-w-supraphoni","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Black Beauty 6.5” x 14” Snare Drum w/ Supraphonic Snares","https://www.kosmic.com.au/ludwig-black-beauty-6.5-x-14-snare-drum-w-suprapho","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Black Magic 6.5”x14” Snare Drum","https://www.kosmic.com.au/ludwig-black-magic-6.5-x14-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Breakbeats by Questlove 4-Piece Shell Pack Black Sparkle              ","https://www.kosmic.com.au/ludwig-breakbeats-by-questlove-4-piece-shell-pack","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Breakbeats by Questlove 4-Piece Shell Pack White Sparkle           ","https://www.kosmic.com.au/ludwig-breakbeats-by-questlove-4-piece-shell-pack~3987","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Breakbeats by Questlove Asure Sparkle","https://www.kosmic.com.au/ludwig-breakbeats-by-questlove-asure-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Breakbeats by Questlove Wine Red Sparkle","https://www.kosmic.com.au/ludwig-breakbeats-by-questlove-wine-red-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Classic Maple Downbeat Drum Set White Marine Pearl","https://www.kosmic.com.au/ludwig-classic-maple-downbeat-drum-set-white-marin","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Classic Maple MTS Downbeat Vintage Black Oyster","https://www.kosmic.com.au/ludwig-classic-maple-mts-downbeat-vintage-black-oy","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Club Date 5x14 Snare Drum Ruby Sparkle","https://www.kosmic.com.au/ludwig-club-date-5x14-snare-drum-ruby-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Club Date 6.5x14 Snare Drum Olive Sparkle","https://www.kosmic.com.au/ludwig-club-date-6.5x14-snare-drum-olive-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Club Date Downbeat Shell Pack Ruby Sparkle","https://www.kosmic.com.au/ludwig-club-date-downbeat-shell-pack-ruby-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Club Date Jazzette 3-Piece Shell Pack White Marine Pearl","https://www.kosmic.com.au/ludwig-club-date-jazzette-3-piece-shell-pack-white","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Club Date Jazzette Shell Pack Olive Sparkle","https://www.kosmic.com.au/ludwig-club-date-jazzette-shell-pack-olive-sparkle","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Copperphonic 14x5 Snare Drum","https://www.kosmic.com.au/ludwig-copperphonic-14x5-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Copperphonic 14x6.5 Snare Drum","https://www.kosmic.com.au/ludwig-copperphonic-14x6.5-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Element 5pc Kit in Asure Blue Sparkle - Pop Configuration","https://www.kosmic.com.au/ludwig-element-5pc-kit-in-asure-blue-sparkle-pop-c","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Element Birch Drive 5-Piece Shell Pack Rooftop Natural","https://www.kosmic.com.au/ludwig-element-birch-drive-5-piece-shell-pack-roof","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Epic Funk Kit Mahogany Burst","https://www.kosmic.com.au/ludwig-epic-funk-kit-mahogany-burst","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Signet Terabeat Shell Pack Macassar Ebony","https://www.kosmic.com.au/ludwig-signet-terabeat-shell-pack-macassar-ebony","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Ludwig Supraphonic 5”x14” Aluminum Snare Drum","https://www.kosmic.com.au/ludwig-supraphonic-5-x14-aluminum-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex 570A Drum Throne","https://www.kosmic.com.au/mapex-570a-drum-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex 700 Series Hardware Pack         ","https://www.kosmic.com.au/mapex-700-series-hardware-pack","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Mars Fusion Plus 10/12/16/22 Shell Pack Bloodwood","https://www.kosmic.com.au/mapex-mars-fusion-plus-10-12-16-22-shell-pack-bloo","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex MPX 14"" x 5.5"" Birch Snare Drum","https://www.kosmic.com.au/mapex-mpx-14-x-5.5-birch-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex MPX 14"" x 5.5"" Hammered Steel Snare Drum","https://www.kosmic.com.au/mapex-mpx-14-x-5.5-hammered-steel-snare-drum","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Prodigy 5pc 10/12/14/20 + 14SD w/cymbals and throne - Black","https://www.kosmic.com.au/mapex-prodigy-5pc-10-12-14-20-14sd-w-cymbals-and-t","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Prodigy 5pc 10/12/14/20 + 14SD w/cymbals and throne - Red","https://www.kosmic.com.au/mapex-prodigy-5pc-10-12-14-20-14sd-w-cymbals-and-t~4321","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Saturn V 10/12/14/16/22 Purple Sparkle Shell Pack","https://www.kosmic.com.au/mapex-saturn-v-10-12-14-16-22-purple-sparkle-shell","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Storm Camphor Pack - 22/10/12/14/16/14sn","https://www.kosmic.com.au/mapex-storm-camphor-pack-22-10-12-14-16-14sn","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Storm Deep Black Pack - 22/10/12/14/16/14sn w/Black hardware","https://www.kosmic.com.au/mapex-storm-deep-black-pack-22-10-12-14-16-14sn-w","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex Storm Ebony Pack - 22/10/12/14/16/14sn","https://www.kosmic.com.au/mapex-storm-ebony-pack-22-10-12-14-16-14sn","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T270A Throne","https://www.kosmic.com.au/mapex-t270a-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T750A Professional Throne","https://www.kosmic.com.au/mapex-t750a-professional-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T755A Saddle Top Threaded Throne","https://www.kosmic.com.au/mapex-t755a-saddle-top-threaded-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T765A Saddle Cloth Top Throne","https://www.kosmic.com.au/mapex-t765a-saddle-cloth-top-throne","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T765A Throne Red Cloth Top","https://www.kosmic.com.au/mapex-t765a-throne-red-cloth-top","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mapex T775 Tractor throne with Backrest","https://www.kosmic.com.au/mapex-t775-tractor-throne-with-backrest","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Mitello Glockenspiel Pack Inc Pract","https://www.kosmic.com.au/mitello-glockenspiel-pack-inc-pract","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Nylon Tension Rod Washers, Pk12","https://www.kosmic.com.au/nylon-tension-rod-washers-pk12","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 10"" Deco Gong with Floor Stand","https://www.kosmic.com.au/paiste-10-deco-gong-with-floor-stand","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 16 Traditional Thin Crash","https://www.kosmic.com.au/paiste-16-traditional-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 18 Traditional Thin Crash","https://www.kosmic.com.au/paiste-18-traditional-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 10"" Splash","https://www.kosmic.com.au/paiste-2002-10-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 11 Splash","https://www.kosmic.com.au/paiste-2002-11-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 13"" Sound Edge Hihats","https://www.kosmic.com.au/paiste-2002-13-sound-edge-hihats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 14 Crash","https://www.kosmic.com.au/paiste-2002-14-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 14 Heavy Hi Hats","https://www.kosmic.com.au/paiste-2002-14-heavy-hi-hats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 14 Wild Hihats","https://www.kosmic.com.au/paiste-2002-14-wild-hihats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 14"" Sound Edge Hi-Hats","https://www.kosmic.com.au/paiste-2002-14-sound-edge-hi-hats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 15 Medium Hi Hats","https://www.kosmic.com.au/paiste-2002-15-medium-hi-hats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 16 Med Crash","https://www.kosmic.com.au/paiste-2002-16-med-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 16 Power Crash","https://www.kosmic.com.au/paiste-2002-16-power-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 16 Thin Crash","https://www.kosmic.com.au/paiste-2002-16-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 17"" Crash","https://www.kosmic.com.au/paiste-2002-17-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 17"" Thin Crash","https://www.kosmic.com.au/paiste-2002-17-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 18 Crash","https://www.kosmic.com.au/paiste-2002-18-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 18 Wild Crash","https://www.kosmic.com.au/paiste-2002-18-wild-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 18"" Chinese","https://www.kosmic.com.au/paiste-2002-18-chinese","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 18"" Medium Crash","https://www.kosmic.com.au/paiste-2002-18-medium-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 18"" Thin Crash","https://www.kosmic.com.au/paiste-2002-18-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 19 Power Crash","https://www.kosmic.com.au/paiste-2002-19-power-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 19"" Crash","https://www.kosmic.com.au/paiste-2002-19-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 19"" Thin Crash","https://www.kosmic.com.au/paiste-2002-19-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 20 Heavy Ride","https://www.kosmic.com.au/paiste-2002-20-heavy-ride","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 20 Power Crash","https://www.kosmic.com.au/paiste-2002-20-power-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 20"" Chinese","https://www.kosmic.com.au/paiste-2002-20-chinese","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 20"" Crash","https://www.kosmic.com.au/paiste-2002-20-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 20"" Ride","https://www.kosmic.com.au/paiste-2002-20-ride","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 24 Ride","https://www.kosmic.com.au/paiste-2002-24-ride","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 8"" Splash","https://www.kosmic.com.au/paiste-2002-8-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 Series 16"" Crash","https://www.kosmic.com.au/paiste-2002-series-16-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste 2002 Series 19"" Wild Crash","https://www.kosmic.com.au/paiste-2002-series-19-wild-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 10 Brilliant Thin Splash","https://www.kosmic.com.au/paiste-alpha-10-brilliant-thin-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 12 Brilliant Metal Splash","https://www.kosmic.com.au/paiste-alpha-12-brilliant-metal-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 14 Brilliant Medium Crash","https://www.kosmic.com.au/paiste-alpha-14-brilliant-medium-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 14 Brilliant Medium Hats","https://www.kosmic.com.au/paiste-alpha-14-brilliant-medium-hats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 14 Brilliant Sound Edge Hats","https://www.kosmic.com.au/paiste-alpha-14-brilliant-sound-edge-hats","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 14 Brilliant Thin Crash","https://www.kosmic.com.au/paiste-alpha-14-brilliant-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 16 Brilliant Rock Crash","https://www.kosmic.com.au/paiste-alpha-16-brilliant-rock-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 16 Brilliant Thin Crash","https://www.kosmic.com.au/paiste-alpha-16-brilliant-thin-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 18 Brilliant Metal Crash","https://www.kosmic.com.au/paiste-alpha-18-brilliant-metal-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 18"" Brilliant Medium Swiss Crash","https://www.kosmic.com.au/paiste-alpha-18-brilliant-medium-swiss-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 20 Brilliant Metal Crash","https://www.kosmic.com.au/paiste-alpha-20-brilliant-metal-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 20 Brilliant Metal Ride","https://www.kosmic.com.au/paiste-alpha-20-brilliant-metal-ride","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 20 Brilliant Rock Crash","https://www.kosmic.com.au/paiste-alpha-20-brilliant-rock-crash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 22 Brilliant Rock Ride","https://www.kosmic.com.au/paiste-alpha-22-brilliant-rock-ride","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
"Paiste Alpha 8 Brilliant Thin Splash","https://www.kosmic.com.au/paiste-alpha-8-brilliant-thin-splash","The Drum Shop At Kosmic - Perth's One Stop Shop For Drummers and Percussionists.","https://www.kosmic.com.au/guitar/"
