"product_name","product_link","category_link"
"Ibanez Prestige RG655 Galaxy Black Electric Guitar","https://www.ghmusic.com.au/ibanez-prestige-rg655-galaxy-black-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Premium RG721FM Electric Guitar","https://www.ghmusic.com.au/ibanez-premium-rg721fm-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez RG370PBZ Transparent Gray Flat  Electric Guitar","https://www.ghmusic.com.au/ibanez-rg370pbz-transparent-gray-flat-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez RG370ZB Weathered Black Electric Guitar","https://www.ghmusic.com.au/ibanez-rg370zb-weathered-black-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Kiko Loureiro KIKO100 Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-kiko-loureiro-kiko100-signature-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Andy Timmons AT100CL Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-andy-timmons-at100cl-signature-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez S771PB Electric Guitar","https://www.ghmusic.com.au/ibanez-s771pb-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez GIO S370DX Gray Pewter Electric Guitar","https://www.ghmusic.com.au/ibanez-gio-s370dx-gray-pewter-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Prestige ARZ6UC with Bare Knuckle Pickups Electric guitar","https://www.ghmusic.com.au/ibanez-prestige-arz6uc-with-bare-knuckle-pickups-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez ARZ200FM Cherry Sunburst Electric Guitar","https://www.ghmusic.com.au/ibanez-arz200fm-cherry-sunburst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Eric Krasno EKM100 Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-eric-krasno-ekm100-signature-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Pat Metheny PM200 Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-pat-metheny-pm200-signature-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Artcore Vintage AMV10A Electric Guitar","https://www.ghmusic.com.au/ibanez-artcore-vintage-amv10a-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez Artstar SJ300 Dark Violin Sunburst Electric Guitar","https://www.ghmusic.com.au/ibanez-artstar-sj300-dark-violin-sunburst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez George Benson LGB300 Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-george-benson-lgb300-signature-electric-jazz-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez George Benson GB10 Signature Electric Guitar","https://www.ghmusic.com.au/ibanez-george-benson-gb10-signature-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Schecter Hellraiser Hybrid C-1 FR Electric Guitar","https://www.ghmusic.com.au/schecter-hellraiser-hybrid-c-1-fr-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Schecter Omen-7 Aged White Electric Guitar","https://www.ghmusic.com.au/schecter-omen-7-aged-white-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Schecter Keith Merrow KM-7 MK-II Electric Guitar","https://www.ghmusic.com.au/schecter-keith-merrow-km-7-mk-ii-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Schecter Blackjack ATX Solo-II Aged Black Satin Electric Guitar","https://www.ghmusic.com.au/schecter-blackjack-atx-solo-ii-aged-black-satin-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Taylor 214CE-SB-DLX Acoustic-Electric Guitar","https://www.ghmusic.com.au/taylor-214ce-sb-dlx-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Taylor GS Mini Mahogany Acoustic Guitar","https://www.ghmusic.com.au/taylor-gs-mini-mahogany-acoustic-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Roland GR-55 Guitar Synthesizer","https://www.ghmusic.com.au/roland-gr-55-guitar-synthesizer.html","https://www.ghmusic.com.au/guitars?limit=all"
"Roland GR-55 Guitar Synthesizer With GK Pickup","https://www.ghmusic.com.au/roland-gr-55-guitar-synthesizer-with-gk-pickup.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Double Agent OG Coffee Burst Electric Guitar","https://www.ghmusic.com.au/reverend-double-agent-og-coffee-burst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Double Agent OG Midnight Black Electric Guitar","https://www.ghmusic.com.au/reverend-double-agent-og-midnight-black-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Jet Stream 390 3-Tone Burst Electric Guitar","https://www.ghmusic.com.au/reverend-jet-stream-390-3-tone-burst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Buckshot Midnight Black Electric Guitar","https://www.ghmusic.com.au/reverend-buckshot-midnight-black-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Charger 290 Deep Sea Blue Electric Guitar","https://www.ghmusic.com.au/reverend-charger-290-deep-sea-blue-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Flatroc Emerald Green Electric Guitar","https://www.ghmusic.com.au/reverend-flatroc-emerald-green-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Bayonet RA90 Wine Red Flame Maple Electric Guitar","https://www.ghmusic.com.au/reverend-bayonet-ra90-wine-red-flame-maple-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Warhawk 390 Metallic Lakeshore Gold Electric Guitar","https://www.ghmusic.com.au/reverend-warhawk-390-metallic-lakeshore-gold-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Sensei RA Silver Burst Electric guitar","https://www.ghmusic.com.au/reverend-sensei-ra-silver-burst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Sensei RA FM Gloss Coffee Burst Flame Maple Electric Guitar","https://www.ghmusic.com.au/reverend-sensei-ra-fm-gloss-coffee-burst-flame-maple-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez JSA5 Joe Satriani Acoustic-Electric Guitar","https://www.ghmusic.com.au/ibanez-jsa5-joe-satriani-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez EP10 Steve Vai Acoustic-Electric Guitar","https://www.ghmusic.com.au/ibanez-ep10-steve-vai-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez AW54MINIGB Artwood Acoustic Guitar","https://www.ghmusic.com.au/ibanez-aw54minigb-artwood-acoustic-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez AEW51 Acoustic-Electric Guitar","https://www.ghmusic.com.au/ibanez-aew51-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 FBV2 Footswitch","https://www.ghmusic.com.au/line-6-fbv2-footswitch.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 EX-1 Expression Pedal","https://www.ghmusic.com.au/line-6-ex-1-expression-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 Amplifi FX100 Multi-Effects Processor","https://www.ghmusic.com.au/line-6-amplifi-fx100-multi-effects-processor.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 JM4 Looper","https://www.ghmusic.com.au/line-6-jm4-looper.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 G90 Relay Guitar Wireless System","https://www.ghmusic.com.au/line-6-g90-relay-guitar-wireless-system.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 M13 Pedalboard","https://www.ghmusic.com.au/line-6-m13-pedalboard.html","https://www.ghmusic.com.au/guitars?limit=all"
"SONY DIGITAL WIRELESS PACKAGE GUITAR / BASS","https://www.ghmusic.com.au/sony-digital-wireless-package-guitar-bass.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 Pocket Pod Battery Powered POD with USB","https://www.ghmusic.com.au/line-6-pocket-pod-battery-powered-pod-with-usb.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 Variax Standard Guitar Tobacco Sunburst","https://www.ghmusic.com.au/line-6-variax-standard-guitar-tobacco-sunburst.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 Variax Standard Guitar White","https://www.ghmusic.com.au/line-6-variax-standard-guitar-white.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 JTVA-59 James Tyler Variax Tobacco Sunburst","https://www.ghmusic.com.au/line-6-jtva-59-james-tyler-variax-tobacco-sunburst.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 JTVA-69 James Tyler Variax Lake Placid Blue","https://www.ghmusic.com.au/line-6-jtva-69-james-tyler-variax-lake-placid-blue.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 JTVA-69S James Tyler Variax Black","https://www.ghmusic.com.au/line-6-jtva-69s-james-tyler-variax-black.html","https://www.ghmusic.com.au/guitars?limit=all"
"Line 6 JTVA-89F James Tyler Variax Blood Red","https://www.ghmusic.com.au/line-6-jtva-89f-james-tyler-variax-blood-red.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone 1984 Explorer EX Ebony Electric Guitar","https://www.ghmusic.com.au/epiphone-1984-explorer-ex-ebony-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone Les Paul Prophecy Custom Plus GX Heritage Cherry Electric Guitar","https://www.ghmusic.com.au/epiphone-les-paul-prophecy-custom-plus-gx-heritage-cherry-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone Les Paul Prophecy Custom Plus EX Midnight Ebony Electric Guitar","https://www.ghmusic.com.au/epiphone-les-paul-prophecy-custom-plus-ex-midnight-ebony-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone Matt Heafy Les Paul Custom 7 String Epiphone Guitar","https://www.ghmusic.com.au/epiphone-matt-heafy-les-paul-custom-7-string.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone Explorer Guitar Case","https://www.ghmusic.com.au/epiphone-explorer-guitar-case.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone EL-00 PRO Acoustic-Electric Guitar Vintage Sunburst","https://www.ghmusic.com.au/epiphone-el-00-pro-acoustic-electric-guitar-vintage-sunburst.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone AJ-220SCE Acoustic-Electric Guitar Natural","https://www.ghmusic.com.au/epiphone-aj-220sce-acoustic-electric-guitar-natural.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone Masterbilt EF-500RCCE Aoustic-Electric Guitar","https://www.ghmusic.com.au/epiphone-masterbilt-ef-500rcce-aoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PR-5E Acoustic-Electric Guitar","https://www.ghmusic.com.au/epiphone-pr-5e-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 ULTRA Acoustic-Electric Guitar Natural","https://www.ghmusic.com.au/epiphone-pro-1-ultra-acoustic-electric-guitar-natural.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 ULTRA Acoustic-Electric Guitar Wine Red","https://www.ghmusic.com.au/epiphone-pro-1-ultra-acoustic-electric-guitar-wine-red.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone DR-100 Acoustic Guitar Ebony","https://www.ghmusic.com.au/epiphone-dr-100-acoustic-guitar-ebony.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 PLUS Acoustic Guitar Ebony","https://www.ghmusic.com.au/epiphone-pro-1-plus-acoustic-guitar-ebony.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 PLUS Acoustic Guitar Natural","https://www.ghmusic.com.au/epiphone-pro-1-plus-acoustic-guitar-natural.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 Spanish Classical Guitar","https://www.ghmusic.com.au/epiphone-pro-1-spanish-classical-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone PRO-1 Classical Guitar","https://www.ghmusic.com.au/epiphone-pro-1-classical-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ernie Ball Aluminium Bronze Medium Acoustic Guitar Strings","https://www.ghmusic.com.au/ernie-ball-aluminium-bronze-medium-acoustic-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ernie Ball 8-String Slinky Top Heavy Bottom Electric Guitar Strings","https://www.ghmusic.com.au/ernie-ball-8-string-slinky-top-heavy-bottom-electric-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ernie Ball Skinny Top Heavy Bottom 3-Pack Electric Guitar Strings","https://www.ghmusic.com.au/ernie-ball-skinny-top-heavy-bottom-3-pack-electric-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ernie Ball Power Slinky 3-Pack Electric Guitar Strings","https://www.ghmusic.com.au/ernie-ball-power-slinky-3-pack-electric-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Club King RT Vintage Natural Electric Guitar","https://www.ghmusic.com.au/reverend-club-king-rt-vintage-natural-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Pete Anderson HB Custom Satin Violin Brown Electric Guitar","https://www.ghmusic.com.au/reverend-pete-anderson-hb-custom-satin-violin-brown-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Reverend Rick Vito RT Metallic Alpine Electric Guitar","https://www.ghmusic.com.au/reverend-rick-vito-rt-metallic-alpine.html","https://www.ghmusic.com.au/guitars?limit=all"
"D'Addario NB1356 Nickel Bronze Medium Acoustic Guitar Strings","https://www.ghmusic.com.au/d-addario-nb1356-nickel-bronze-medium-acoustic-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"D'Addario NB1152 Nickel Bronze Custom Light Acoustic Guitar Strings","https://www.ghmusic.com.au/d-addario-nb1356-nickel-bronze-custom-light-acoustic-guitar-strings.html","https://www.ghmusic.com.au/guitars?limit=all"
"Schecter Synyster Gates Bat Country Avenger Limited Edition Electric Guitar","https://www.ghmusic.com.au/schecter-synyster-gates-bat-country-avenger-limited-edition-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone MB-100 Banjo","https://www.ghmusic.com.au/epiphone-mb-100-banjo.html","https://www.ghmusic.com.au/guitars?limit=all"
"Epiphone MB-200 Banjo","https://www.ghmusic.com.au/epiphone-mb-200-banjo.html","https://www.ghmusic.com.au/guitars?limit=all"
"Boss RV-6 Reverb Pedal","https://www.ghmusic.com.au/boss-rv-6-reverb-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Boss TU-3W Chromatic Tuner Pedal","https://www.ghmusic.com.au/boss-tu-3w-chromatic-tuner-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Boss RC-202 Loop Station","https://www.ghmusic.com.au/boss-rc-202-loop-station.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Classic Vibe 50's Strat 2-Tone Sunburst Electric Guitar","https://www.ghmusic.com.au/squier-classic-vibe-50-s-strat-2-tone-sunburst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Classic Vibe 50's Strat Sherwood Green Metallic Electric Guitar","https://www.ghmusic.com.au/squier-classic-vibe-50-s-strat-sherwood-green-metallic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Affinity Strat Maple Fingeboard Black Electric Guitar","https://www.ghmusic.com.au/squier-affinity-strat-maple-fingeboard-black-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Affinity Strat Rosewood Fingeboard Burgundy Mist Electric Guitar","https://www.ghmusic.com.au/squier-affinity-strat-rosewood-fingeboard-burgundy-mist-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Affinity Strat HSS Burgundy Mist Electric Guitar","https://www.ghmusic.com.au/squier-affinity-strat-hss-burgundy-mist-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Vintage Modified HSS Strat Charcoal Frost Metallic Electric Guitar","https://www.ghmusic.com.au/squier-vintage-modified-hss-strat-charcoal-frost-metallic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Standard Strat Left-Handed Antique Burst Electric Guitar","https://www.ghmusic.com.au/squier-standard-strat-left-handed-antique-burst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Standard Strat FMT Ebony Transparent Electric Guitar","https://www.ghmusic.com.au/squier-standard-strat-fmt-ebony-transparent-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Standard Strat Rosewood Fingerboard Candy Apple Red Electric Guitar","https://www.ghmusic.com.au/squier-standard-strat-rosewood-fingerboard-candy-apple-red-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Standard Strat Maple Fingerboard Candy Apple Red Electric Guitar","https://www.ghmusic.com.au/squier-standard-strat-maple-fingerboard-candy-apple-red-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Squier Standard Strat Maple Fingerboard Antique Burst Electric Guitar","https://www.ghmusic.com.au/squier-standard-strat-maple-fingerboard-antique-burst-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Suhr LIMITED EDITION Classic Pro HSS Candy Apple Red Metallic Electric Guitar","https://www.ghmusic.com.au/suhr-limited-edition-classic-pro-hss-candy-apple-red-metallic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Suhr LIMITED EDITION Classic Pro SSS Incan Silver Metallic Electric Guitar","https://www.ghmusic.com.au/suhr-limited-edition-classic-pro-sss-incan-silver-metallic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Suhr 2016 Collection Waterfall Maple Modern Electric Guitar","https://www.ghmusic.com.au/suhr-2016-collection-waterfall-maple-modern-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Fender Telecaster Bookends","https://www.ghmusic.com.au/fender-telecaster-bookends.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ormsby TX GTR Multiscale 7-String Left-Handed Guitar Azure Blue ","https://www.ghmusic.com.au/ormsby-tx-gtr-multiscale-7-string-left-handed-guitar-azure-blue.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix 44 Magnum Power Amp Pedal","https://www.ghmusic.com.au/electro-harmonix-44-magnum-power-amp-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Nano Clone Chorus Pedal","https://www.ghmusic.com.au/electro-harmonix-nano-clone-chorus-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Neo Mistress Flanger Pedal","https://www.ghmusic.com.au/electro-harmonix-neo-mistress-flanger-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Deluxe Memory Boy Analog Delay Pedal","https://www.ghmusic.com.au/electro-harmonix-deluxe-memory-boy-analog-delay-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Good Vibes Analog Modulator Pedal","https://www.ghmusic.com.au/electro-harmonix-good-vibes-analog-modulator-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Nano Looper 360 Loop Pedal","https://www.ghmusic.com.au/electro-harmonix-nano-looper-360-loop-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Cock Fight Pedal","https://www.ghmusic.com.au/electro-harmonix-cock-fight-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Cathedral Stereo Delay Pedal","https://www.ghmusic.com.au/electro-harmonix-cathedral-stereo-delay-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Electro Harmonix Stereo Pulsar Variable Shape Tremolo Pedal","https://www.ghmusic.com.au/electro-harmonix-stereo-pulsar-variable-shape-tremolo-pedal.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez PC12MH Acoustic Guitar","https://www.ghmusic.com.au/ibanez-pc12mh-acoustic-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez PF2MH 3/4 Size Acoustic Guitar","https://www.ghmusic.com.au/ibanez-pf2mh-3-4-size-acoustic-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez PF15ECE Acoustic-Electric Guitar Natural High Gloss","https://www.ghmusic.com.au/ibanez-pf15ece-acoustic-electric-guitar-natural-high-gloss.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez PN12E Acoustic-Electric Guitar","https://www.ghmusic.com.au/ibanez-pn12e-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Ibanez EWP14WB Piccolo Guitar","https://www.ghmusic.com.au/ibanez-ewp14wb-piccolo-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"D'Addario EXL110 Electric Guitar Strings, Regular Light, 10-46 -LIMITED EDITION 5 SETS  PLUS FREE MICRO TUNER","https://www.ghmusic.com.au/d-addario-exl110-electric-guitar-strings-regular-light-10-46-limited-edition-5-sets-plus-free-micro-tuner.html","https://www.ghmusic.com.au/guitars?limit=all"
"D'Addario EXL125 Electric Guitar Strings, Light, 9-46 LIMITED EDITION 5 SETS  PLUS FREE MICRO TUNER","https://www.ghmusic.com.au/d-addario-exl125-electric-guitar-strings-light-9-46-limited-edition-5-sets-plus-free-micro-tuner.html","https://www.ghmusic.com.au/guitars?limit=all"
"D'Addario EXL140 Electric Guitar Strings, Light top Heavy bottom, 10-52 LIMITED EDITION 5 SETS  PLUS FREE MICRO TUNER","https://www.ghmusic.com.au/d-addario-exl140-electric-guitar-strings-light-top-heavy-bottom-10-52-limited-edition-5-sets-plus-free-micro-tuner.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha CGX122MSC Classical-Electric Guitar","https://www.ghmusic.com.au/yamaha-cgx122msc-classical-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha GIGMAKER800M Acoustic Guitar Pack Matte Finish","https://www.ghmusic.com.au/yamaha-gigmaker800m-acoustic-guitar-pack-matte-finish.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha FG820BS Acoustic Guitar Brown Sunburst","https://www.ghmusic.com.au/yamaha-fg820bs-acoustic-guitar-brown-sunburst.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha FG820L Left-Handed Acoustic Guitar","https://www.ghmusic.com.au/yamaha-fg820l-left-handed-acoustic-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha FGX800CBL Acoustic-Electric Guitar Black","https://www.ghmusic.com.au/yamaha-fgx800cbl-acoustic-electric-guitar-black.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha FGX800CNT Acoustic-Electric Guitar Sand Burst","https://www.ghmusic.com.au/yamaha-fgx800cnt-acoustic-electric-guitar-sand-burst.html","https://www.ghmusic.com.au/guitars?limit=all"
"Yamaha FGX830CNT Acoustic-Electric Guitar Natural","https://www.ghmusic.com.au/yamaha-fgx830cnt-acoustic-electric-guitar-natural.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25NT STARTER PACK","https://www.ghmusic.com.au/ashton-spd25nt-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25WRS STARTER PACK","https://www.ghmusic.com.au/ashton-spd25wrs-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25LNTM LEFT HAND STARTER PACK","https://www.ghmusic.com.au/ashton-spd25lntm-left-hand-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25CEQNTM ACOUSTIC ELECTRIC STARTER PACK ","https://www.ghmusic.com.au/ashton-spd25ceqntm-acoustic-electric-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25CEQBK ACOUSTIC ELECTRIC STARTER PACK ","https://www.ghmusic.com.au/ashton-spd25ceqbk-acoustic-electric-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25CEQTSB ACOUSTIC ELECTRIC STARTER PACK ","https://www.ghmusic.com.au/ashton-spd25ceqtsb-acoustic-electric-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPD25CEQWRS ACOUSTIC ELECTRIC STARTER PACK ","https://www.ghmusic.com.au/ashton-spd25ceqwrs-acoustic-electric-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SL29/12CEQTSB 12 STRING ACOUSTIC ELECTRIC GUITAR ","https://www.ghmusic.com.au/ashton-sl29-12ceqtsb-12-string-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SL29/12CEQWRS 12 STRING ACOUSTIC ELECTRIC GUITAR ","https://www.ghmusic.com.au/ashton-sl29-12ceqwrs-12-string-acoustic-electric-guitar.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG44BK FULL SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg44bk-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG44PK FULL SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg44pk-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG44TRB FULL SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg44trb-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG44AM FULL SIZE LEFT HANDED CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg44am-full-size-left-handed-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG34PK 3/4 SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg34pk-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG34TBB 3/4 SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg34tbb-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG34AM 3/4 SIZE LEFT HANDED CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg34am-left-handed-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG12AM 1/2 SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg12am-1-2-size-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG12TBB 1/2 SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg12tbb-1-2-size-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON SPCG12TP 1/2 SIZE CLASSICAL STARTER PACK","https://www.ghmusic.com.au/ashton-spcg12tp-1-2-size-classical-starter-pack.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON UKE100MH UKULELE","https://www.ghmusic.com.au/ashton-uke100mh-ukulele.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON UKE100NG UKULELE","https://www.ghmusic.com.au/ashton-uke100ng-ukulele.html","https://www.ghmusic.com.au/guitars?limit=all"
"ASHTON UKE100WH UKULELE","https://www.ghmusic.com.au/ashton-uke100wh-ukulele.html","https://www.ghmusic.com.au/guitars?limit=all"
